 Locality,Type_of_property,Subtype_of_property,Price,Type_of_sale,Number_of_rooms,Area,Kitchen_type,Furnished,Open_fire,Terasse,Garden,Surface_of_land,Surface_plot_land,Number_of_facades,Swimming_pool,Building_condition
Hoboken,Apartment,Apartment,165000,,1,69,Semi equipped,No,0,0,0,,,2,0,To renovate
Nivelles,Apartment,Apartment,168000,,2,72,Semi equipped,No,0,0,0,,,2,0,Good
Liège,Apartment,Apartment,179000,,2,88,Installed,No,0,0,0,,,,0,Good
Jette,Apartment,Apartment,180000,,3,90,Semi equipped,No,0,0,0,,,,0,To renovate
Huy,Apartment,Apartment,180000,,2,75,Semi equipped,No,0,0,0,,,3,0,To be done up
Schaerbeek,Apartment,Studio,185000,,0,53,Hyper equipped,No,0,0,0,,53,2,0,As new
Blankenberge,Apartment,Apartment,185000,,2,70,Installed,Yes,0,0,0,,,2,0,Good
Laeken,Apartment,Apartment,189000,,2,75,Installed,No,0,0,0,,,2,0,To be done up
Grimbergen Strombeek-Bever,Apartment,Apartment,189000,,2,63,Semi equipped,No,0,0,0,,,2,0,Good
Locality,Type_of_property,Subtype_of_property,Price,Type_of_sale,Number_of_rooms,Area,Kitchen_type,Furnished,Open_fire,Terasse,Garden,Surface_of_land,Surface_plot_land,Number_of_facades,Swimming_pool,Building_condition
Ronse,House,House,169000,,3,135,Installed,Yes,0,0,60,170,65,2,0,Good
Villersle-Bouillet Warnant-Dreye,House,House,275000,,3,150,Installed,No,0,0,240,391,104,3,0,Good
Leuven,House,House,350000,,3,104,Installed,Yes,0,0,0,49,,2,0,Good
Sint-Pieters-Leeuw,House,House,550000,,5,315,USA hyper equipped,No,0,0,450,523,317,3,0,As new
Braine-l'Alleud,House,House,250000,,2,85,Hyper equipped,No,0,0,400,238,,3,0,Good
Ronse,House,House,179000,,2,145,Hyper equipped,No,0,0,0,140,80,2,0,Good
Dilbeek,House,House,,New price,4,210,Not installed,No,0,0,0,695,,4,0,To renovate
Ninove,House,House,425000,,3,190,Hyper equipped,No,0,0,0,472,,4,0,As new
Laeken,House,House,475000,,4,175,Semi equipped,No,0,0,150,259,,2,0,To be done up
Sint-Pieters-Woluwe,House,House,695000,,4,165,Installed,No,0,0,70,289,,3,0,To be done up
Brugge,House,Mansion,1670000,,6,430,Hyper equipped,No,2,0,150,405,,2,0,As new
NOSSEGEM,House,Mansion,419000,,3,220,USA hyper equipped,No,1,0,380,570,,3,0,Good
NOSSEGEM,House,House,419000,,3,220,USA hyper equipped,No,1,0,380,570,,3,0,Good
Woluwe-Saint-Lambert,House,Apartment block,460000,,4,165,Not installed,No,0,0,38,130,,2,0,To renovate
Brecht,House,Villa,649000,,3,212,Installed,No,1,0,1014,1207,,4,0,As new
Huy,House,House,,New price,6,400,Semi equipped,No,0,0,300,160,,2,0,To be done up
Woluwe-Saint-Lambert,House,House,460000,,4,165,Not installed,No,0,0,38,130,,2,0,To renovate
Huy,House,Bungalow,195000,New build,2,100,Semi equipped,No,0,0,0,489,,4,0,As new
Rochefort,House,Villa,325000,,4,290,Installed,No,0,0,1438,1600,,4,0,Good
Ninove,House,Mansion,550000,,5,275,Installed,No,0,0,0,373,,2,0,Good
Liege,House,House,245000,,4,185,Semi equipped,No,0,0,0,470,120,2,0,To be done up
Limal,House,House,480000,,3,130,Hyper equipped,No,0,0,450,816,,4,0,As new
Desselgem,House,House,299900,,3,170,Installed,No,0,0,0,239,,,0,Good
Desselgem,House,House,299900,,3,170,Installed,No,0,0,0,239,,,0,Good
Li�ge Grivegn�e,House,House,185000,,3,108,Installed,No,0,0,0,70,70,2,0,Good
Wavre,House,Villa,365000,,3,110,Installed,No,0,0,555,620,73,4,0,Good
Wezembeek-Oppem,House,House,475000,,3,153,USA hyper equipped,No,0,0,130,182,155,2,0,To be done up
Woluwe-Saint-Pierre,House,House,990000,New build,6,485,Hyper equipped,No,0,0,0,251,143,2,0,As new
Liedekerke,House,House,449000,,3,234,Hyper equipped,No,0,0,0,351,88,3,0,As new
Etterbeek,House,Apartment block,1065000,,7,290,Installed,No,0,0,20,105,,2,0,To be done up
Bruxelles,House,House,699000,,4,258,Installed,No,0,0,198,260,62,2,0,Good
SINT-PIETERS-LEEUW,House,House,285000,,3,131,Installed,No,0,0,0,75,,2,0,Good
Ruisbroek,House,House,285000,,3,131,Installed,No,0,0,0,75,,2,0,Good
Lennik,House,House,379000,,3,120,Semi equipped,No,0,0,2716,1,,4,0,To be done up
Wilrijk,House,House,449000,,4,180,Hyper equipped,No,0,0,0,202,,2,0,Just renovated
Berchem-Sainte-Agathe,House,House,399000,,3,170,USA installed,No,0,0,100,230,,3,0,Good
Bruxelles,House,Mansion,4600000,,5,450,Hyper equipped,No,0,0,0,251,,3,0,As new
TISSELT,House,House,,New price,5,170,Semi equipped,No,0,0,255,969,,4,0,To renovate
Harelbeke,House,House,249000,,3,180,Installed,No,0,0,0,235,,2,0,Just renovated
Amay Ampsin,House,House,209000,,3,120,Hyper equipped,No,0,0,250,349,80,3,0,As new
Herstal,House,House,249000,,3,124,Hyper equipped,No,0,0,165,185,,2,0,Good
Wolvertem,House,Villa,499000,,4,185,USA installed,No,0,0,0,651,,4,0,Good
Meise,House,Exceptional property,579000,,4,266,USA installed,No,0,0,140,302,,2,0,Good
Meise,House,Villa,695000,,4,185,USA hyper equipped,No,1,0,0,567,,4,0,Good
Woluwe-Saint-Pierre,House,Exceptional property,1875000,New build,5,551,USA hyper equipped,No,0,0,450,620,551,4,0,As new
Seraing Jemeppe-sur-Meuse,House,House,250000,,4,172,Installed,No,0,0,349,603,128,3,0,Good
Comblain-au-Pont,House,House,280000,,3,240,USA hyper equipped,No,0,0,409,695,,2,0,Good
Nandrin,House,House,445000,,4,225,Installed,No,1,0,1103,1278,,4,0,As new
OCQUIER,House,House,159500,,2,90,Semi equipped,No,0,0,0,439,,4,0,To be done up
Huy,House,House,325000,,4,185,Installed,No,0,0,313,413,,2,0,Good
Dilbeek Sint-Martens-Bodegem,House,Country house,699000,,3,199,Installed,No,0,0,0,1728,,4,0,Good
Nivelles,House,House,300000,,3,118,Hyper equipped,No,1,0,600,794,,4,0,To be done up
Herzele,House,Villa,435000,,4,290,Installed,No,0,0,0,1604,,4,0,To be done up
Kalmthout,House,Villa,635000,,4,275,USA installed,No,1,0,0,1999,,4,0,Good
Liege,House,Apartment block,,New price,3,185,Semi equipped,No,0,0,0,470,120,2,0,To be done up
Schaerbeek,House,Mansion,985000,New price,4,340,Hyper equipped,No,0,0,0,130,,2,0,Good
Ronse,House,House,259500,New build,4,152,Not installed,No,0,0,149,216,52,2,0,As new
Woluwe-Saint-Pierre,House,House,925000,,4,220,Hyper equipped,No,0,0,300,1176,,3,0,Good
Lasne,House,House,499000,,4,180,USA hyper equipped,No,0,0,250,710,,2,0,Good
Schaerbeek,House,House,1200000,,6,350,Not installed,No,0,0,65,300,,2,0,To renovate
FL�MALLE-HAUTE,House,House,165000,,3,95,Semi equipped,No,0,0,20,85,,2,0,Good
RUIEN,House,House,325000,,3,300,Installed,No,0,0,0,359,,3,0,Good
Kessel-Lo,House,House,359000,,3,110,Semi equipped,No,0,0,0,297,,,0,Good
Schaerbeek,House,Apartment block,850000,,5,256,,No,0,0,0,180,,2,0,Good
Dilbeek,House,Town-house,395000,,4,220,Hyper equipped,No,0,0,200,320,220,2,0,To be done up
Oudenaarde,House,House,329000,,3,238,Installed,No,0,0,1233,1394,,4,0,Good
Hoegaarden (Hoksem),House,House,347500,,3,181,USA hyper equipped,No,0,0,1200,1488,130,4,0,Good
Huccorgne,House,House,380000,,6,255,Hyper equipped,No,0,0,200,365,90,3,0,As new
Kortrijk,House,Mansion,349500,,3,240,Installed,No,0,0,0,400,,2,0,Good
STOCKAY,House,House,275000,,3,150,Semi equipped,No,0,0,1000,1112,,4,0,To be done up
Tienen,House,House,335000,,3,159,Installed,No,0,0,60,158,,,0,As new
WARZ�E,House,Farmhouse,449000,,5,363,Semi equipped,No,1,0,0,2450,,,0,Good
Saint-Hubert,House,Mixed-use building,89000,,3,180,Not installed,No,0,0,0,96,96,2,0,To renovate
Comblain-au-Pont,House,House,110000,,2,69,Not installed,No,0,0,80,144,,2,0,To renovate
Fl�malle Fl�malle-Haute,House,House,115000,,1,90,Installed,No,0,0,0,70,,2,0,Good
Ans,House,House,115000,,3,125,Not installed,No,0,0,0,77,,2,0,To renovate
Ronse,House,House,119500,,2,115,Installed,No,0,0,0,50,50,2,0,Good
Li�ge Grivegn�e,House,Mixed-use building,129000,,3,156,Not installed,No,0,0,0,71,67,2,0,To be done up
Liege,House,Town-house,130000,,2,129,Not installed,No,0,0,0,91,91,2,0,To renovate
Arbrefontaine,House,House,135000,,3,124,Not installed,No,0,0,0,203,67,3,0,To be done up
Ronse,House,House,139000,,2,130,Installed,No,0,0,0,50,50,2,0,Good
Ronse,House,House,149000,,3,150,Not installed,No,0,0,20,90,70,2,0,To be done up
Ronse,House,House,159000,,5,207,Installed,No,0,0,0,160,140,2,0,To renovate
Li�ge,House,House,160000,,4,165,Not installed,No,0,0,96,183,,3,0,To renovate
Awans,House,House,169000,,3,120,Not installed,No,0,0,280,484,105,2,0,To renovate
Ans,House,House,175000,,2,84,Not installed,No,0,0,90,178,70,4,0,To renovate
Waterloo,Apartment,Penthouse,420000,New build,3,124,Not installed,No,0,0,0,,,2,0,As new
Waterloo,Apartment,Penthouse,420000,New build,3,124,Not installed,No,0,0,0,,,2,0,As new
Mont-Saint-Guibert,Apartment,Penthouse,369000,New build,2,114,USA installed,No,0,0,0,,,,0,As new
Andenne,Apartment,Penthouse,,New price,3,151,USA installed,No,0,0,0,,,,0,Good
Ixelles,Apartment,Penthouse,2500000,New build,4,277,Hyper equipped,No,0,0,0,,,4,0,As new
Anderlecht,Apartment,Penthouse,339750,New build,2,122,USA hyper equipped,No,0,0,0,,,,0,As new
Bruxelles,Apartment,Duplex,425000,,3,110,USA hyper equipped,No,0,0,0,,,,0,As new
Ixelles,Apartment,Duplex,425000,,3,110,USA hyper equipped,No,0,0,0,,,,0,As new
HAREN (BRU.),Apartment,Penthouse,476000,New build,3,156,USA hyper equipped,No,0,0,0,,,4,0,As new
Mont-Saint-Guibert,Apartment,Penthouse,477000,New build,2,144,USA installed,No,0,0,0,,,,0,As new
Bruxelles,Apartment,Loft,350000,,2,132,USA hyper equipped,No,0,0,0,,50,2,0,Just renovated
Ronse,House,House,169000,,3,135,Installed,Yes,0,0,60,170,65,2,0,Good
Villersle-Bouillet Warnant-Dreye,House,House,275000,,3,150,Installed,No,0,0,240,391,104,3,0,Good
Leuven,House,House,350000,,3,104,Installed,Yes,0,0,0,49,,2,0,Good
Sint-Pieters-Leeuw,House,House,550000,,5,315,USA hyper equipped,No,0,0,450,523,317,3,0,As new
Braine-l'Alleud,House,House,250000,,2,85,Hyper equipped,No,0,0,400,238,,3,0,Good
Ronse,House,House,179000,,2,145,Hyper equipped,No,0,0,0,140,80,2,0,Good
Dilbeek,House,House,,New price,4,210,Not installed,No,0,0,0,695,,4,0,To renovate
Ninove,House,House,425000,,3,190,Hyper equipped,No,0,0,0,472,,4,0,As new
Laeken,House,House,475000,,4,175,Semi equipped,No,0,0,150,259,,2,0,To be done up
Sint-Pieters-Woluwe,House,House,695000,,4,165,Installed,No,0,0,70,289,,3,0,To be done up
Brugge,House,Mansion,1670000,,6,430,Hyper equipped,No,2,0,150,405,,2,0,As new
NOSSEGEM,House,Mansion,419000,,3,220,USA hyper equipped,No,1,0,380,570,,3,0,Good
NOSSEGEM,House,House,419000,,3,220,USA hyper equipped,No,1,0,380,570,,3,0,Good
Woluwe-Saint-Lambert,House,Apartment block,460000,,4,165,Not installed,No,0,0,38,130,,2,0,To renovate
Brecht,House,Villa,649000,,3,212,Installed,No,1,0,1014,1207,,4,0,As new
Huy,House,House,,New price,6,400,Semi equipped,No,0,0,300,160,,2,0,To be done up
Woluwe-Saint-Lambert,House,House,460000,,4,165,Not installed,No,0,0,38,130,,2,0,To renovate
Huy,House,Bungalow,195000,New build,2,100,Semi equipped,No,0,0,0,489,,4,0,As new
Rochefort,House,Villa,325000,,4,290,Installed,No,0,0,1438,1600,,4,0,Good
Ninove,House,Mansion,550000,,5,275,Installed,No,0,0,0,373,,2,0,Good
Liege,House,House,245000,,4,185,Semi equipped,No,0,0,0,470,120,2,0,To be done up
Limal,House,House,480000,,3,130,Hyper equipped,No,0,0,450,816,,4,0,As new
Desselgem,House,House,299900,,3,170,Installed,No,0,0,0,239,,,0,Good
Desselgem,House,House,299900,,3,170,Installed,No,0,0,0,239,,,0,Good
Liège Grivegnée,House,House,185000,,3,108,Installed,No,0,0,0,70,70,2,0,Good
Wavre,House,Villa,365000,,3,110,Installed,No,0,0,555,620,73,4,0,Good
Wezembeek-Oppem,House,House,475000,,3,153,USA hyper equipped,No,0,0,130,182,155,2,0,To be done up
Woluwe-Saint-Pierre,House,House,990000,New build,6,485,Hyper equipped,No,0,0,0,251,143,2,0,As new
Liedekerke,House,House,449000,,3,234,Hyper equipped,No,0,0,0,351,88,3,0,As new
Etterbeek,House,Apartment block,1065000,,7,290,Installed,No,0,0,20,105,,2,0,To be done up
Bruxelles,House,House,699000,,4,258,Installed,No,0,0,198,260,62,2,0,Good
SINT-PIETERS-LEEUW,House,House,285000,,3,131,Installed,No,0,0,0,75,,2,0,Good
Ruisbroek,House,House,285000,,3,131,Installed,No,0,0,0,75,,2,0,Good
Lennik,House,House,379000,,3,120,Semi equipped,No,0,0,2716,1,,4,0,To be done up
Wilrijk,House,House,449000,,4,180,Hyper equipped,No,0,0,0,202,,2,0,Just renovated
Berchem-Sainte-Agathe,House,House,399000,,3,170,USA installed,No,0,0,100,230,,3,0,Good
Bruxelles,House,Mansion,4600000,,5,450,Hyper equipped,No,0,0,0,251,,3,0,As new
TISSELT,House,House,,New price,5,170,Semi equipped,No,0,0,255,969,,4,0,To renovate
Harelbeke,House,House,249000,,3,180,Installed,No,0,0,0,235,,2,0,Just renovated
Amay Ampsin,House,House,209000,,3,120,Hyper equipped,No,0,0,250,349,80,3,0,As new
Herstal,House,House,249000,,3,124,Hyper equipped,No,0,0,165,185,,2,0,Good
Wolvertem,House,Villa,499000,,4,185,USA installed,No,0,0,0,651,,4,0,Good
Meise,House,Exceptional property,579000,,4,266,USA installed,No,0,0,140,302,,2,0,Good
Meise,House,Villa,695000,,4,185,USA hyper equipped,No,1,0,0,567,,4,0,Good
Woluwe-Saint-Pierre,House,Exceptional property,1875000,New build,5,551,USA hyper equipped,No,0,0,450,620,551,4,0,As new
Seraing Jemeppe-sur-Meuse,House,House,250000,,4,172,Installed,No,0,0,349,603,128,3,0,Good
Comblain-au-Pont,House,House,280000,,3,240,USA hyper equipped,No,0,0,409,695,,2,0,Good
Nandrin,House,House,445000,,4,225,Installed,No,1,0,1103,1278,,4,0,As new
OCQUIER,House,House,159500,,2,90,Semi equipped,No,0,0,0,439,,4,0,To be done up
Huy,House,House,325000,,4,185,Installed,No,0,0,313,413,,2,0,Good
Dilbeek Sint-Martens-Bodegem,House,Country house,699000,,3,199,Installed,No,0,0,0,1728,,4,0,Good
Nivelles,House,House,300000,,3,118,Hyper equipped,No,1,0,600,794,,4,0,To be done up
Herzele,House,Villa,435000,,4,290,Installed,No,0,0,0,1604,,4,0,To be done up
Kalmthout,House,Villa,635000,,4,275,USA installed,No,1,0,0,1999,,4,0,Good
Liege,House,Apartment block,,New price,3,185,Semi equipped,No,0,0,0,470,120,2,0,To be done up
Schaerbeek,House,Mansion,985000,New price,4,340,Hyper equipped,No,0,0,0,130,,2,0,Good
Ronse,House,House,259500,New build,4,152,Not installed,No,0,0,149,216,52,2,0,As new
Woluwe-Saint-Pierre,House,House,925000,,4,220,Hyper equipped,No,0,0,300,1176,,3,0,Good
Lasne,House,House,499000,,4,180,USA hyper equipped,No,0,0,250,710,,2,0,Good
Schaerbeek,House,House,1200000,,6,350,Not installed,No,0,0,65,300,,2,0,To renovate
FLÉMALLE-HAUTE,House,House,165000,,3,95,Semi equipped,No,0,0,20,85,,2,0,Good
RUIEN,House,House,325000,,3,300,Installed,No,0,0,0,359,,3,0,Good
Kessel-Lo,House,House,359000,,3,110,Semi equipped,No,0,0,0,297,,,0,Good
Schaerbeek,House,Apartment block,850000,,5,256,,No,0,0,0,180,,2,0,Good
Dilbeek,House,Town-house,395000,,4,220,Hyper equipped,No,0,0,200,320,220,2,0,To be done up
Oudenaarde,House,House,329000,,3,238,Installed,No,0,0,1233,1394,,4,0,Good
Hoegaarden (Hoksem),House,House,347500,,3,181,USA hyper equipped,No,0,0,1200,1488,130,4,0,Good
Huccorgne,House,House,380000,,6,255,Hyper equipped,No,0,0,200,365,90,3,0,As new
Kortrijk,House,Mansion,349500,,3,240,Installed,No,0,0,0,400,,2,0,Good
STOCKAY,House,House,275000,,3,150,Semi equipped,No,0,0,1000,1112,,4,0,To be done up
Tienen,House,House,335000,,3,159,Installed,No,0,0,60,158,,,0,As new
WARZÉE,House,Farmhouse,449000,,5,363,Semi equipped,No,1,0,0,2450,,,0,Good
Saint-Hubert,House,Mixed-use building,89000,,3,180,Not installed,No,0,0,0,96,96,2,0,To renovate
Comblain-au-Pont,House,House,110000,,2,69,Not installed,No,0,0,80,144,,2,0,To renovate
Flémalle Flémalle-Haute,House,House,115000,,1,90,Installed,No,0,0,0,70,,2,0,Good
Ans,House,House,115000,,3,125,Not installed,No,0,0,0,77,,2,0,To renovate
Ronse,House,House,119500,,2,115,Installed,No,0,0,0,50,50,2,0,Good
Liège Grivegnée,House,Mixed-use building,129000,,3,156,Not installed,No,0,0,0,71,67,2,0,To be done up
Liege,House,Town-house,130000,,2,129,Not installed,No,0,0,0,91,91,2,0,To renovate
Arbrefontaine,House,House,135000,,3,124,Not installed,No,0,0,0,203,67,3,0,To be done up
Ronse,House,House,139000,,2,130,Installed,No,0,0,0,50,50,2,0,Good
Ronse,House,House,149000,,3,150,Not installed,No,0,0,20,90,70,2,0,To be done up
Ronse,House,House,159000,,5,207,Installed,No,0,0,0,160,140,2,0,To renovate
Liège,House,House,160000,,4,165,Not installed,No,0,0,96,183,,3,0,To renovate
Awans,House,House,169000,,3,120,Not installed,No,0,0,280,484,105,2,0,To renovate
Ans,House,House,175000,,2,84,Not installed,No,0,0,90,178,70,4,0,To renovate
Awans,House,House,179000,,2,100,Installed,No,0,0,177,260,,2,0,Good
GrÃce-Hollogne,House,House,179000,,3,150,Hyper equipped,No,0,0,0,134,98,3,0,Good
Ronse,House,House,179900,,4,140,Installed,No,0,0,0,70,70,2,0,Just renovated
Verviers Ensival,House,House,180000,,5,200,Installed,No,0,0,122,215,87,2,0,Good
Ronse,House,House,189000,,2,162,Installed,No,0,0,50,170,70,2,0,Good
Ronse,House,Mixed-use building,195000,,4,201,Not installed,No,0,0,105,370,265,2,0,To renovate
Ronse,House,House,199900,,3,162,Hyper equipped,No,0,0,0,94,70,2,0,Just renovated
Aywaille,House,Mixed-use building,209000,,5,208,Semi equipped,No,0,0,0,209,,3,0,To renovate
Aywaille,House,House,209000,,5,208,Semi equipped,No,0,0,0,209,,3,0,To renovate
Ronse,House,Mansion,220000,,3,189,Installed,No,0,0,75,231,122,2,0,To be done up
Villers-le-Bouillet,House,Bungalow,235000,,3,140,Semi equipped,No,0,0,1300,1423,100,4,0,To renovate
Chaudfontaine,House,House,239000,,5,250,Semi equipped,No,0,0,200,296,100,3,0,Good
GRÂCE-HOLLOGNE,House,House,239000,,3,175,Installed,No,0,0,175,440,,4,0,Just renovated
Ronse,House,House,239500,,4,173,Installed,No,0,0,85,190,80,2,0,As new
Saint-Nicolas Montegnée,House,House,245000,,3,116,USA hyper equipped,No,0,0,120,177,58,2,0,As new
Ronse,House,House,249900,,4,173,Hyper equipped,No,0,0,20,133,90,2,0,Just renovated
Waremme,House,House,250000,,3,140,USA hyper equipped,No,0,0,150,333,75,2,0,Just renovated
Gembloux,House,House,250000,,2,81,Semi equipped,No,1,0,400,633,,3,0,To be done up
Waterloo,Apartment,Apartment,373000,New build,3,118,USA hyper equipped,No,0,0,0,,,4,0,As new
Waterloo,Apartment,Penthouse,420000,New build,3,124,Not installed,No,0,0,0,,,2,0,As new
Waterloo,Apartment,Penthouse,420000,New build,3,124,Not installed,No,0,0,0,,,2,0,As new
Blankenberge,Apartment,Apartment,,New price,2,78,Installed,No,0,0,0,,,2,0,Good
Bruxelles,Apartment,Apartment,425000,,2,90,Installed,No,0,0,0,,,2,0,Good
Waterloo,Apartment,Apartment,,New build,3,119,Not installed,No,0,0,0,,,,0,As new
Waterloo,Apartment,Apartment,,New build,3,118,Not installed,No,0,0,0,,,,0,As new
Waterloo,Apartment,Apartment,,New build,3,119,Not installed,No,0,0,0,,,,0,As new
Evere,Apartment,Apartment,240000,,2,72,Hyper equipped,No,0,0,0,,,2,0,As new
Bertrix,Apartment,Apartment,246800,New build,3,121,Installed,No,0,0,0,,,3,0,Good
Oudenaarde,Apartment,Apartment,249000,,2,97,Installed,No,0,0,0,,,4,0,Good
Antwerp,Apartment,Apartment,,New price,3,150,Semi equipped,Yes,0,0,0,,,2,0,Good
Grez-Doiceau,Apartment,Apartment,399000,,3,140,Installed,No,0,0,0,,140,2,0,Good
Mont-Saint-Guibert,Apartment,Apartment,317000,New build,2,84,USA installed,No,0,0,305,,,,0,As new
Mont-Saint-Guibert,Apartment,Penthouse,369000,New build,2,114,USA installed,No,0,0,0,,,,0,As new
Seraing Jemeppe-sur-Meuse,Apartment,Apartment,110000,,2,81,Not installed,No,0,0,0,,,3,0,Good
Etterbeek,Apartment,Apartment,210000,,2,64,Semi equipped,No,0,0,0,,,2,0,To renovate
Gent,Apartment,Apartment,,New price,2,80,Installed,No,0,0,0,,,2,0,Good
Uccle,Apartment,Apartment,295000,,2,71,Hyper equipped,No,0,0,0,,3,3,0,As new
Evere,Apartment,Apartment,215000,,2,58,Hyper equipped,No,0,0,0,,,2,0,Just renovated
Gent,Apartment,Apartment,,New price,2,80,Installed,No,0,0,0,,,2,0,Good
Andenne,Apartment,Penthouse,,New price,3,151,USA installed,No,0,0,0,,,,0,Good
Woluwe-Saint-Pierre,Apartment,Apartment,549000,,3,165,Hyper equipped,No,0,0,0,,,,0,As new
Auderghem,Apartment,Apartment,670000,New build,3,140,Hyper equipped,No,0,0,0,,,2,0,As new
Ixelles,Apartment,Penthouse,2500000,New build,4,277,Hyper equipped,No,0,0,0,,,4,0,As new
Deinze,Apartment,Apartment,295000,New build,2,96,Hyper equipped,No,0,0,0,,,,0,As new
Deinze,Apartment,Apartment,445000,New build,3,110,Hyper equipped,No,0,0,0,,,,0,As new
Deinze,Apartment,Apartment,640000,New build,3,146,Hyper equipped,No,0,0,0,,,,0,As new
Zaventem Sint-Stevens-Woluwe,Apartment,Apartment,175000,,1,56,Hyper equipped,No,0,0,0,,,,0,Good
Schaerbeek,Apartment,Apartment,310000,,2,91,Installed,No,0,0,0,,,2,0,Good
Antwerp,Apartment,Apartment,549000,,3,135,Installed,No,0,0,0,,,3,0,As new
Schepdaal,Apartment,Apartment,,New build,2,89,Hyper equipped,No,0,0,0,,,3,0,As new
Etterbeek,Apartment,Apartment,218000,,1,55,Hyper equipped,No,0,0,0,,,,0,As new
Schaerbeek,Apartment,Apartment,299000,,2,92,,No,0,0,0,,,2,0,Just renovated
Kraainem,Apartment,Apartment,435000,New build,2,116,USA hyper equipped,No,0,0,0,,,3,0,As new
Beersel,Apartment,Apartment,469000,,3,144,Semi equipped,No,0,0,0,,,,0,Good
Koksijde,Apartment,Apartment,334000,,2,73,Hyper equipped,Yes,0,0,0,,,4,0,As new
Woluwe-Saint-Pierre,Apartment,Apartment,350000,,2,110,Hyper equipped,No,0,0,0,,10,2,0,Good
Blankenberge,Apartment,Apartment,,New price,2,91,Installed,Yes,0,0,0,,,2,0,Good
Blankenberge,Apartment,Apartment,435000,,2,87,Installed,Yes,0,0,0,,,2,0,Good
Etterbeek,Apartment,Apartment,535000,,2,105,Hyper equipped,No,0,0,0,,,2,0,As new
Uccle,Apartment,Apartment,635000,,4,210,Installed,No,0,0,0,,,2,0,As new
Anderlecht,Apartment,Penthouse,339750,New build,2,122,USA hyper equipped,No,0,0,0,,,,0,As new
Bruxelles,Apartment,Duplex,425000,,3,110,USA hyper equipped,No,0,0,0,,,,0,As new
Ixelles,Apartment,Duplex,425000,,3,110,USA hyper equipped,No,0,0,0,,,,0,As new
HAREN (BRU.),Apartment,Penthouse,476000,New build,3,156,USA hyper equipped,No,0,0,0,,,4,0,As new
SINT-NIKLAAS,Apartment,Apartment,324000,,3,160,Not installed,No,0,0,0,,,2,0,Good
Gent,Apartment,Apartment,349000,,2,105,Installed,No,0,0,0,,,,0,As new
Bruxelles,Apartment,Apartment,400000,,2,87,Installed,No,0,0,80,,,2,0,Good
Blankenberge,Apartment,Apartment,525000,,2,75,Installed,Yes,0,0,0,,,2,0,Good
Ixelles,Apartment,Apartment,650000,,2,172,Hyper equipped,No,0,0,0,,,2,0,To be done up
Uccle,Apartment,Apartment,850000,,4,263,Installed,No,1,0,0,,,3,0,As new
